fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
2015-01-28,1276481,N,ES,H,20,2014-07-24,0,12,1,NaN,1,A,S,N,NaN,KHE,N,1,21,HUELVA,1,77683.89,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,1334630,N,ES,V,28,2014-10-16,0,9,1,NaN,1,I,S,N,NaN,KHE,N,1,30,MURCIA,0,83641.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,1160491,N,ES,V,22,2013-08-08,0,23,1,NaN,1,I,S,N,NaN,KHE,N,1,8,BARCELONA,0,74420.7,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,1217493,N,ES,V,38,2013-11-11,0,20,1,NaN,1,A,S,N,NaN,KFC,N,1,30,MURCIA,1,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-28,1219114,N,ES,V,24,2013-11-13,0,20,1,NaN,1,I,S,N,NaN,KHE,N,1,18,GRANADA,0,200955.18,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,1236722,N,ES,H,30,2014-01-08,0,18,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,334342.59,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,1192296,N,ES,H,22,2013-10-08,0,21,1,NaN,1,I,S,N,NaN,KHE,N,1,46,VALENCIA,0,60940.89,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,1215020,N,ES,V,42,2013-11-06,0,20,1,NaN,1,A,S,N,NaN,KFC,N,1,5,AVILA,1,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,286632,N,ES,V,51,2001-10-26,0,165,1,NaN,1,A,S,N,NaN,KFC,N,1,24,LEON,1,50663.07,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,236607,N,ES,V,53,2001-04-03,0,172,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,110211.12,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015-01-28,215067,N,ES,H,54,2006-01-23,0,174,1,NaN,1,A,S,N,NaN,KAT,N,1,6,BADAJOZ,1,48136.26,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,262164,N,ES,V,55,2001-07-16,0,168,1,NaN,1,A,S,N,NaN,KAG,N,1,28,MADRID,1,250908.9,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-28,243402,N,ES,V,56,2001-05-10,0,170,1,NaN,1,A,S,N,NaN,KAT,N,1,41,SEVILLA,1,115651.98,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-28,245501,N,ES,H,66,2014-07-23,0,12,1,NaN,1,I,S,N,NaN,KAT,N,1,47,VALLADOLID,0,207093.45,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,379568,N,ES,H,42,2002-08-26,0,37,1,NaN,1,A,S,N,NaN,KHC,N,1,28,MADRID,1,451931.22,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2015-01-28,331075,N,ES,H,64,2002-02-15,0,115,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,70817.04,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,320714,N,ES,V,87,2002-01-23,0,162,1,NaN,1,I,S,N,NaN,KFC,N,1,8,BARCELONA,0,62145.84,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,351117,N,ES,V,48,2002-04-16,0,159,1,NaN,1,I,S,N,NaN,KAT,N,1,11,CADIZ,0,76579.68,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,38505,N,ES,V,45,1996-04-26,0,176,1,NaN,1,A,S,N,NaN,KFA,N,1,28,MADRID,1,244950.9,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,26167,N,ES,V,46,1995-10-28,0,130,1,NaN,1,A,S,S,NaN,KAT,N,1,46,VALENCIA,1,166007.37,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2015-01-28,212858,N,ES,V,47,2001-01-04,0,174,1,NaN,1,A,S,S,NaN,KFA,N,1,28,MADRID,1,180892.95,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2015-01-28,709090,N,ES,V,40,2007-08-06,0,95,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,97232.37,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-28,700932,N,ES,H,10,2007-07-02,0,97,1,NaN,1,I,S,N,NaN,KFC,N,1,46,VALENCIA,1,56519.79,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,687997,N,ES,H,56,2007-04-24,0,33,1,NaN,1,A,S,N,NaN,KAT,N,1,45,TOLEDO,1,NaN,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-28,623155,N,ES,V,72,2006-06-21,0,109,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,0,134892.48,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,663125,N,ES,V,57,2006-12-15,0,103,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,204770.28,01 - TOP,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2015-01-28,836533,N,ES,H,73,2009-02-26,0,77,1,NaN,1,A,S,N,NaN,KFD,N,1,28,MADRID,0,231534.54,02 - PARTICULARES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,812149,N,ES,H,47,2008-10-31,0,81,1,NaN,1,A,S,N,NaN,KFC,N,1,8,BARCELONA,1,53565,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
2015-01-28,782380,N,ES,H,63,2008-07-31,0,84,1,NaN,1,I,S,N,NaN,KFG,N,1,37,SALAMANCA,0,119181.54,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,500693,N,ES,H,42,2004-11-09,0,128,1,NaN,1,A,S,N,NaN,KAT,N,1,47,VALLADOLID,1,84053.94,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-28,484637,N,ES,H,40,2004-09-16,0,130,1,NaN,1,A,S,N,NaN,KAT,N,1,8,BARCELONA,1,91471.44,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-28,434779,N,ES,V,79,2003-09-12,0,142,1,NaN,1,I,S,N,NaN,KFC,N,1,8,BARCELONA,0,434496.87,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,431630,N,ES,V,50,2003-08-18,0,143,1,NaN,1,I,S,N,NaN,KAH,N,1,15,"CORU?A, A",0,133983.54,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,456789,N,ES,H,52,2004-02-02,0,137,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,1,129170.16,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,591790,N,ES,V,52,2006-01-16,0,114,1,NaN,1,A,S,N,NaN,KAT,N,1,45,TOLEDO,1,NaN,02 - PARTICULARES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,602261,N,ES,H,47,2006-03-13,0,112,1,NaN,1,I,S,N,NaN,KFC,N,1,20,GIPUZKOA,1,NaN,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-28,508941,N,ES,V,46,2004-12-29,0,127,1,NaN,1,I,S,N,NaN,KFC,N,1,8,BARCELONA,0,315978.18,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,522925,N,ES,V,85,2005-03-14,0,124,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,0,100988.91,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,523476,N,ES,H,78,2005-03-16,0,124,1,NaN,1,I,S,N,NaN,KFA,N,1,47,VALLADOLID,0,141427.23,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,596776,N,ES,V,56,2006-02-12,0,113,1,NaN,1,A,S,N,NaN,KFC,N,1,17,GIRONA,1,132120.9,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,590715,N,ES,H,11,2006-01-10,0,114,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,173576.91,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,440155,N,ES,V,32,2003-10-16,0,141,1,NaN,1,A,S,N,NaN,KDR,N,1,46,VALENCIA,1,81552.9,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,487675,N,ES,V,31,2004-08-20,0,131,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,227883.66,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-02-28,489351,N,ES,V,37,2004-09-02,0,130,1,NaN,1,A,S,N,NaN,KAT,N,1,29,MALAGA,1,164496.18,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-02-28,472784,N,ES,H,39,2004-05-07,0,134,1,NaN,1,I,S,N,NaN,KFC,N,1,36,PONTEVEDRA,0,102319.38,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,774588,N,ES,V,37,2008-06-19,0,85,1,NaN,1,I,S,N,NaN,KFC,N,1,41,SEVILLA,0,212728.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,666943,N,ES,V,36,2007-01-08,0,102,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,106097.79,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2015-02-28,673747,N,ES,H,44,2007-02-01,0,101,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,0,141955.29,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,706926,N,ES,H,45,2007-07-30,0,64,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,71461.05,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-28,153552,N,ES,H,41,2006-06-21,0,109,1,NaN,1,I,S,N,NaN,KAT,N,1,28,MADRID,0,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,45734,N,ES,H,48,1996-09-17,0,226,1,NaN,1,I,S,N,NaN,KAT,N,1,28,MADRID,0,293344.8,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,27233,N,ES,H,57,1995-11-13,0,209,1,NaN,1,I,S,N,NaN,KAT,N,1,28,MADRID,0,101223.39,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,34524,N,ES,V,52,1996-03-11,0,166,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,113375.4,01 - TOP,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
2015-02-28,98949,N,ES,V,43,1998-06-10,0,205,1,NaN,1,A,S,N,NaN,KAT,N,1,46,VALENCIA,0,68376.21,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,108430,N,ES,H,93,1998-10-19,0,201,1,NaN,1,A,S,N,NaN,KFC,N,1,39,CANTABRIA,1,82997.28,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,350074,N,ES,V,81,2002-04-15,0,159,1,NaN,1,I,S,N,NaN,KAT,N,1,39,CANTABRIA,0,77676.42,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,416335,N,ES,V,77,2003-04-24,0,147,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,0,108752.88,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,410949,N,ES,V,43,2003-03-13,0,148,1,NaN,1,I,S,N,NaN,KFC,N,1,8,BARCELONA,0,248390.01,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,229344,N,ES,H,38,2001-03-17,0,172,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,175141.65,02 - PARTICULARES,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2015-02-28,300553,N,ES,V,62,2001-11-23,0,164,1,NaN,1,I,S,N,NaN,KAT,N,1,46,VALENCIA,0,62482.32,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,318425,N,ES,H,95,2002-01-19,0,162,1,NaN,1,I,S,N,NaN,KAB,N,1,26,"RIOJA, LA",0,49182.18,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,310855,N,ES,V,59,2001-12-26,0,163,1,NaN,1,I,S,N,NaN,KAG,N,1,28,MADRID,1,241435.41,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,279571,N,ES,H,45,2001-10-06,0,80,1,NaN,1,I,S,N,NaN,KAT,N,1,15,"CORU?A, A",0,NaN,02 - PARTICULARES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,269519,N,ES,H,94,2001-08-28,0,167,1,NaN,1,I,S,N,NaN,KAT,N,1,17,GIRONA,1,154974.12,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1217609,N,ES,H,26,2013-11-11,0,20,1,NaN,1,I,S,N,NaN,KHE,N,1,18,GRANADA,0,18827.58,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1215085,N,ES,V,28,2013-11-06,0,20,1,NaN,1,I,S,N,NaN,KHE,N,1,13,CIUDAD REAL,0,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1198212,N,ES,V,22,2013-10-14,0,21,1,NaN,1,I,S,N,NaN,KHE,N,1,47,VALLADOLID,0,100188.45,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1202973,N,ES,V,28,2013-10-18,0,21,1,NaN,1,A,S,N,NaN,KHE,N,1,12,CASTELLON,1,19947.6,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1235469,N,ES,H,21,2014-01-03,0,18,1,NaN,1,I,S,N,NaN,KHE,N,1,14,CORDOBA,0,70304.31,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1335425,N,ES,H,21,2014-10-17,0,9,1,NaN,1,A,S,N,NaN,KHE,N,1,46,VALENCIA,1,100255.74,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1343457,N,ES,V,22,2014-10-28,0,9,1,NaN,1,I,S,N,NaN,KHE,N,1,36,PONTEVEDRA,0,NaN,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1328729,N,ES,H,32,2014-10-09,0,9,1,NaN,1,A,S,N,NaN,KFC,N,1,8,BARCELONA,1,86781.51,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1354482,N,ES,V,21,2014-11-14,0,8,1,NaN,1,I,S,N,NaN,KHE,N,1,30,MURCIA,0,55154.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,1292977,N,ES,H,20,2014-08-05,0,12,1,NaN,1,A,S,N,NaN,KHE,N,1,47,VALLADOLID,0,107977.11,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
